"K0_number","Level2","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12","Sample25","Sample26","Sample27","Sample28","Sample29","Sample30","Sample31"
"K00451","Ciliate",7,6,2,15,10,6,200,127,257,36,103,81,80
"K00451","Diatom",0,2,1,1,1,1,0,0,6,0,2,5,0
"K00451","Dinoflagellate",5,3,13,20,13,7,75,35,72,137,439,354,409
"K00451","Haptophyte",0,0,5,10,3,2,56,25,78,54,146,163,101
"K00457","Chlorophyte",95,61,113,172,131,127,33,23,36,98,232,246,122
"K00457","Ciliate",218,132,192,382,394,279,837,447,880,90,326,301,223
"K00457","Diatom",6,2,26,24,13,17,0,0,0,8,28,38,26
"K00457","Dinoflagellate",23,8,14,25,26,22,81,30,104,152,428,403,537
"K00457","Haptophyte",0,1,1,5,7,1,46,27,37,89,294,309,177
"K00472","Chlorophyte",567,330,613,1165,762,487,0,0,0,34,35,45,33
"K00472","Ciliate",0,0,0,0,0,0,0,0,0,9,37,13,9
"K00472","Diatom",140,53,341,214,192,261,10,24,15,12,19,17,44
"K00472","Dinoflagellate",74,42,88,126,106,68,62,33,68,332,1640,1207,1824
"K00472","Haptophyte",314,187,404,596,441,340,62,29,55,20,69,58,50
"K00476","Chlorophyte",15,3,6,23,13,13,0,0,0,0,0,0,0
"K00476","Ciliate",6,2,0,0,5,1,12,23,13,0,0,0,0
"K00476","Diatom",11,10,41,29,35,31,0,0,0,0,2,9,0
"K00476","Dinoflagellate",44,20,52,44,49,42,433,292,558,312,961,682,1037
"K00476","Haptophyte",0,1,10,12,5,8,0,0,0,0,0,0,0
"K00477","Chlorophyte",29,20,55,63,55,40,0,0,0,0,0,0,0
"K00477","Ciliate",0,0,0,0,0,0,9,0,3,0,0,0,0
"K00477","Diatom",2,0,0,0,4,1,0,0,0,0,0,0,0
"K00477","Dinoflagellate",0,0,0,0,0,0,31,23,37,9,39,27,75
"K00477","Haptophyte",6,2,2,0,3,0,0,0,0,0,9,9,4
"K00486","Chlorophyte",17,16,35,46,27,18,0,0,0,0,0,0,0
"K00486","Ciliate",0,0,2,1,0,3,0,0,0,4,22,19,18
"K00486","Diatom",8,3,11,14,7,14,2,3,2,5,32,8,16
"K00486","Dinoflagellate",40,17,55,71,28,29,46,32,66,45,203,238,219
"K00486","Haptophyte",37,20,25,62,47,27,33,33,47,0,23,19,11
"K00505","Chlorophyte",0,0,0,1,1,0,6,7,3,0,0,0,0
"K00505","Ciliate",0,1,0,2,2,2,54,44,47,18,85,60,104
"K00505","Diatom",19,11,35,24,26,26,210,127,235,25,100,59,47
"K00505","Dinoflagellate",41,26,60,68,49,47,715,388,710,122,405,393,459
"K00505","Haptophyte",44,29,98,81,49,52,45,41,61,64,102,85,50
"K00507","Chlorophyte",382,215,616,709,599,573,33,13,19,29,121,115,125
"K00507","Ciliate",0,0,0,0,0,0,7,10,15,0,0,0,0
"K00507","Diatom",158,90,420,292,234,356,248,203,372,65,406,406,209
"K00507","Dinoflagellate",279,166,455,450,335,306,840,569,1166,661,3102,2260,2598
"K00507","Haptophyte",425,224,654,697,615,545,197,92,200,48,230,143,195
"K00508","Chlorophyte",127,94,133,258,176,141,0,3,7,0,0,0,0
"K00508","Ciliate",0,0,0,0,0,0,2,0,3,0,0,0,0
"K00508","Diatom",3,5,19,11,5,4,0,0,0,4,4,2,11
"K00508","Dinoflagellate",26,11,38,50,30,40,93,78,109,331,1454,1103,1038
"K00508","Haptophyte",9,4,24,24,20,9,0,0,0,17,50,41,7
"K00510","Chlorophyte",179,109,367,370,298,304,0,0,0,0,0,0,0
"K00510","Ciliate",0,1,0,2,1,4,0,0,0,3,24,20,5
"K00510","Diatom",42,30,153,81,83,115,10,7,22,16,42,34,10
"K00510","Dinoflagellate",30,12,78,45,48,63,326,174,337,177,1013,672,1044
"K00510","Haptophyte",112,61,278,200,164,176,0,0,0,0,0,0,0
"K00525","Chlorophyte",14,19,80,41,30,35,7,14,31,0,8,0,3
"K00525","Ciliate",2,2,2,3,6,0,350,279,544,17,53,27,34
"K00525","Diatom",31,13,179,72,42,106,32,12,56,5,48,22,48
"K00525","Dinoflagellate",740,407,389,1022,722,365,1055,601,1368,208,861,634,873
"K00525","Haptophyte",8,3,5,15,13,8,170,111,127,21,40,51,43
"K00548","Chlorophyte",2704,1541,2205,4806,3738,1729,67,37,89,39,168,128,151
"K00548","Ciliate",142,74,125,224,194,150,244,138,332,19,36,27,42
"K00548","Diatom",242,137,422,431,374,359,168,110,179,12,13,48,46
"K00548","Dinoflagellate",1016,607,795,1831,1162,510,2077,1086,2062,1086,4288,3596,5033
"K00548","Haptophyte",3038,1521,3923,5385,4245,2890,350,194,402,60,176,181,129
"K00555","Chlorophyte",120,76,137,222,177,127,0,0,0,0,0,0,0
"K00555","Ciliate",10,4,4,7,23,7,72,54,112,0,0,16,4
"K00555","Diatom",3,6,16,17,14,15,9,16,8,0,1,2,1
"K00555","Dinoflagellate",18,6,5,28,15,13,55,27,54,5,6,2,14
"K00555","Haptophyte",1,1,0,2,3,2,0,0,0,0,0,0,0
"K00559","Chlorophyte",295,169,548,595,475,465,55,23,65,2,7,1,4
"K00559","Ciliate",40,19,43,31,40,24,24,21,28,130,432,397,330
"K00559","Diatom",36,19,104,54,30,43,25,33,23,0,0,3,2
"K00559","Dinoflagellate",210,115,365,341,276,286,871,574,1158,196,989,771,779
"K00559","Haptophyte",149,83,194,236,204,172,89,50,87,0,6,2,1
"K00560","Chlorophyte",5,3,5,2,8,12,2,7,5,7,33,15,5
"K00560","Ciliate",1,0,0,3,0,0,0,0,0,0,0,0,0
"K00560","Diatom",0,1,1,2,2,1,97,35,36,0,10,25,9
"K00560","Dinoflagellate",5,1,9,11,4,2,49,32,52,0,1,9,22
"K00560","Haptophyte",0,0,0,2,1,0,13,4,4,0,0,0,0
"K00565","Chlorophyte",56,33,71,86,75,61,18,7,13,0,5,3,0
"K00565","Ciliate",0,0,0,0,0,0,6,0,4,13,4,9,4
"K00565","Diatom",2,2,5,2,5,5,0,0,0,0,0,0,0
"K00565","Dinoflagellate",0,0,5,0,2,0,5,4,5,1,11,17,13
"K00565","Haptophyte",1,2,4,4,1,1,0,0,0,0,0,0,0
"K00586","Chlorophyte",2,0,0,1,3,1,4,0,11,0,0,0,0
"K00586","Ciliate",3,3,8,8,5,7,5,1,0,2,2,4,1
"K00586","Diatom",10,7,39,16,14,18,15,4,24,0,0,0,0
"K00586","Dinoflagellate",25,8,30,19,16,22,33,24,62,35,69,56,143
"K00586","Haptophyte",0,0,3,0,1,0,0,0,0,0,0,0,0
"K00600","Chlorophyte",1946,1067,2791,3908,3022,2824,198,133,276,128,408,360,309
"K00600","Ciliate",159,92,140,273,260,248,197,147,303,6,39,19,38
"K00600","Diatom",387,186,819,645,510,716,167,138,267,14,62,49,58
"K00600","Dinoflagellate",1695,1000,2016,2789,2210,1856,2912,1883,3786,996,3953,3003,3167
"K00600","Haptophyte",2569,1294,4268,4588,3869,3629,204,135,267,37,139,123,134
"K00605","Chlorophyte",764,402,1029,1317,1053,1001,5,9,12,10,29,19,39
"K00605","Ciliate",9,6,2,22,33,15,84,77,78,47,145,83,45
"K00605","Diatom",29,17,62,53,39,72,26,11,27,13,65,55,99
"K00605","Dinoflagellate",135,84,330,303,243,217,460,255,573,103,579,389,565
"K00605","Haptophyte",169,87,380,312,246,250,95,47,94,2,12,5,6
"K00606","Chlorophyte",363,164,304,626,432,274,0,0,0,0,6,3,10
"K00606","Ciliate",1,0,0,4,2,1,0,0,0,0,0,0,0
"K00606","Diatom",12,5,52,22,8,27,10,22,12,0,11,6,6
"K00606","Dinoflagellate",17,15,25,53,31,28,273,155,292,51,174,163,143
"K00606","Haptophyte",181,98,177,339,241,168,32,29,35,2,22,5,23
"K00612","Chlorophyte",0,0,0,0,0,0,5,1,11,0,0,0,0
"K00612","Ciliate",2,1,0,3,3,1,0,0,0,0,0,0,0
"K00612","Diatom",0,2,2,1,2,4,5,2,3,0,0,0,0
"K00612","Dinoflagellate",6,5,0,7,2,7,22,6,14,294,832,731,911
"K00612","Haptophyte",0,0,0,0,0,0,7,0,2,0,0,0,0
"K00615","Chlorophyte",5343,2914,6763,9725,7830,6060,208,112,204,9,69,70,25
"K00615","Ciliate",27,12,16,33,27,23,13,20,23,6,6,8,0
"K00615","Diatom",2422,1443,4409,3814,3186,3955,2002,1206,2768,257,1185,1165,1192
"K00615","Dinoflagellate",1246,669,1252,2139,1680,1223,1453,329,861,127,597,431,868
"K00615","Haptophyte",4276,2184,6730,7167,6140,5490,194,117,218,32,109,85,158
"K00616","Chlorophyte",493,233,518,959,726,584,178,153,299,9,32,26,25
"K00616","Ciliate",1,1,3,4,2,3,0,0,0,0,0,0,0
"K00616","Diatom",210,119,401,393,324,398,198,133,273,42,197,148,92
"K00616","Dinoflagellate",30,24,56,42,42,30,68,21,82,10,99,85,133
"K00616","Haptophyte",11,5,24,21,17,17,0,0,0,0,1,0,4
"K00620","Chlorophyte",256,159,336,501,388,295,0,0,0,0,0,0,0
"K00620","Ciliate",2,2,2,4,3,2,0,0,0,0,0,0,0
"K00620","Diatom",33,21,87,76,49,75,7,7,30,0,0,0,0
"K00620","Dinoflagellate",5,0,3,2,3,1,0,0,0,0,8,7,5
"K00620","Haptophyte",9,3,3,6,2,5,0,0,0,0,0,0,0
"K00624","Chlorophyte",39,29,50,90,56,45,0,0,0,0,0,0,0
"K00624","Ciliate",0,1,3,5,0,4,0,0,0,0,2,7,7
"K00624","Diatom",20,10,28,25,31,40,0,0,0,0,0,0,0
"K00624","Dinoflagellate",0,1,0,5,3,0,37,24,18,10,12,4,10
"K00624","Haptophyte",8,3,5,18,10,5,0,0,0,0,5,6,3
"K00626","Chlorophyte",1,1,0,2,2,1,126,76,166,66,149,131,174
"K00626","Ciliate",83,49,35,84,107,68,148,93,165,41,142,85,97
"K00626","Diatom",4,2,0,8,4,4,46,52,94,0,9,0,4
"K00626","Dinoflagellate",247,146,363,384,272,241,1192,778,1454,432,1513,1180,1571
"K00626","Haptophyte",24,9,34,27,24,24,48,30,43,0,29,17,27
"K00627","Chlorophyte",1002,555,1390,1971,1523,1290,10,0,8,2,0,8,0
"K00627","Ciliate",35,21,20,49,62,45,134,59,137,4,3,3,7
"K00627","Diatom",270,128,532,403,384,428,12,5,16,0,28,7,3
"K00627","Dinoflagellate",75,66,107,175,133,123,18,11,10,108,378,384,430
"K00627","Haptophyte",550,270,855,999,745,618,0,7,9,0,0,0,0
"K00639","Chlorophyte",12,9,26,26,26,19,0,0,0,7,30,14,9
"K00639","Ciliate",0,0,0,0,0,0,106,63,104,4,5,2,2
"K00639","Diatom",2,7,8,1,4,6,0,0,0,0,0,0,0
"K00639","Dinoflagellate",11,17,24,36,26,27,188,90,153,40,219,148,248
"K00639","Haptophyte",93,51,144,181,162,132,13,5,17,1,70,38,36
"K00654","Chlorophyte",735,422,557,1371,1033,453,37,18,23,2,31,9,7
"K00654","Ciliate",23,13,19,23,33,7,18,4,13,25,74,70,50
"K00654","Diatom",56,25,71,105,68,90,46,33,94,0,14,12,7
"K00654","Dinoflagellate",16,6,34,36,20,26,180,86,144,119,331,273,335
"K00654","Haptophyte",272,162,279,497,378,156,12,6,9,213,801,587,756
"K00655","Chlorophyte",203,103,272,355,261,249,13,17,20,0,0,0,0
"K00655","Ciliate",2,3,0,8,6,5,0,0,0,0,0,0,0
"K00655","Diatom",71,42,157,105,95,130,15,6,13,9,24,20,21
"K00655","Dinoflagellate",96,55,210,191,153,135,5,1,7,2,57,26,117
"K00655","Haptophyte",84,48,109,167,142,113,0,0,0,0,0,0,0
"K00658","Chlorophyte",314,161,222,482,366,224,43,35,70,1,4,3,7
"K00658","Ciliate",40,29,42,77,105,76,483,246,442,35,276,267,91
"K00658","Diatom",201,76,701,324,246,453,217,115,265,16,140,51,90
"K00658","Dinoflagellate",61,36,34,108,73,32,192,85,200,86,286,155,331
"K00658","Haptophyte",23,9,31,27,34,23,11,19,28,9,31,38,33
"K00666","Chlorophyte",2,3,4,11,11,6,0,0,0,0,0,0,0
"K00666","Ciliate",5,0,2,3,2,4,0,0,0,0,0,0,0
"K00666","Diatom",1,0,4,2,0,0,13,29,30,0,0,0,0
"K00666","Dinoflagellate",50,37,40,104,63,56,211,204,270,92,292,217,378
"K00666","Haptophyte",0,0,0,0,0,0,0,3,2,0,0,0,0
"K00670","Chlorophyte",387,187,392,671,512,417,24,16,71,231,860,658,687
"K00670","Ciliate",1,0,0,1,0,1,18,5,18,5,8,10,11
"K00670","Diatom",40,21,83,94,80,107,24,22,27,7,37,32,24
"K00670","Dinoflagellate",90,44,123,157,139,76,274,174,317,160,812,682,890
"K00670","Haptophyte",112,51,129,190,132,121,21,16,16,26,160,77,78
"K00671","Chlorophyte",201,105,225,363,292,202,0,0,0,0,38,22,23
"K00671","Ciliate",30,16,19,51,54,34,12,12,14,0,5,2,9
"K00671","Diatom",7,3,30,10,12,33,32,12,25,0,13,5,21
"K00671","Dinoflagellate",112,69,92,187,151,111,359,230,410,300,1336,1009,1125
"K00671","Haptophyte",60,33,61,106,77,60,33,31,32,6,11,22,39
"K00700","Chlorophyte",3222,1667,3004,5762,4780,3278,21,16,35,4,11,5,0
"K00700","Ciliate",30,19,25,50,32,36,382,163,346,0,0,0,0
"K00700","Diatom",0,0,0,0,0,0,0,2,2,0,0,0,0
"K00700","Dinoflagellate",285,107,243,476,366,254,82,55,107,20,97,104,86
"K00700","Haptophyte",3,1,3,5,1,0,0,0,0,0,0,0,0
"K00721","Chlorophyte",30,14,55,57,55,43,0,0,11,0,0,0,0
"K00721","Ciliate",57,38,57,103,93,69,67,39,70,0,28,17,14
"K00721","Diatom",4,1,6,3,4,12,0,0,0,5,7,8,1
"K00721","Dinoflagellate",11,8,38,21,28,19,50,23,51,18,90,62,86
"K00721","Haptophyte",3,4,8,11,5,8,0,0,0,18,60,44,51
"K00757","Chlorophyte",7,6,6,19,9,8,0,0,0,0,0,0,0
"K00757","Ciliate",69,31,25,90,102,48,0,0,0,0,0,0,0
"K00757","Diatom",13,7,19,22,24,22,0,0,0,0,0,0,0
"K00757","Dinoflagellate",28,14,51,61,30,29,28,20,35,138,484,320,470
"K00757","Haptophyte",4,0,7,13,6,5,0,0,0,0,0,0,0
"K00759","Chlorophyte",101,78,273,243,166,179,0,0,0,1,14,12,3
"K00759","Ciliate",12,4,3,19,25,14,17,9,30,21,68,63,58
"K00759","Diatom",11,8,63,18,11,33,30,28,28,0,0,0,0
"K00759","Dinoflagellate",21,10,42,24,23,28,44,15,45,5,96,47,93
"K00759","Haptophyte",15,7,63,9,20,27,0,0,0,0,0,0,0
"K00760","Chlorophyte",37,16,65,48,43,52,7,1,5,0,0,0,0
"K00760","Ciliate",1,0,2,0,0,0,0,0,0,0,0,0,0
"K00760","Diatom",6,1,30,12,6,19,44,22,82,7,10,5,3
"K00760","Dinoflagellate",83,42,127,115,71,86,115,63,148,54,333,159,291
"K00760","Haptophyte",24,5,28,21,25,26,17,15,28,0,0,0,0
"K00761","Chlorophyte",107,50,135,155,128,120,0,0,0,0,0,0,0
"K00761","Ciliate",5,0,2,3,11,0,0,0,0,0,3,0,0
"K00761","Diatom",91,47,187,165,141,192,0,0,0,0,6,0,6
"K00761","Dinoflagellate",21,11,30,31,22,22,264,148,263,146,500,312,384
"K00761","Haptophyte",19,12,50,47,32,38,21,27,23,4,3,23,5
"K00763","Chlorophyte",234,101,187,346,295,194,5,3,4,0,0,0,0
"K00763","Ciliate",14,9,14,17,32,20,131,73,151,4,8,6,1
"K00763","Diatom",25,15,34,32,40,32,23,12,6,0,0,0,0
"K00763","Dinoflagellate",17,15,16,45,50,19,0,0,0,3,5,3,3
"K00763","Haptophyte",17,4,9,33,34,14,11,6,3,0,3,10,9
"K00764","Chlorophyte",295,201,346,567,421,361,0,0,0,0,0,0,0
"K00764","Ciliate",3,2,0,7,6,5,0,0,0,0,0,0,0
"K00764","Diatom",65,38,97,114,105,116,103,76,101,21,115,48,24
"K00764","Dinoflagellate",55,42,38,94,43,24,75,44,46,111,490,482,737
"K00764","Haptophyte",36,19,47,58,68,43,24,11,16,1,18,8,9
"K00767","Chlorophyte",120,68,255,214,168,157,3,3,5,0,6,4,10
"K00767","Ciliate",0,3,0,3,3,2,0,0,0,0,0,0,0
"K00767","Diatom",4,0,11,12,6,12,13,9,15,0,0,0,0
"K00767","Dinoflagellate",30,8,62,47,24,32,6,5,1,0,10,1,9
"K00767","Haptophyte",14,4,18,29,22,8,4,5,7,0,0,0,0
"K00773","Chlorophyte",48,17,44,73,67,48,0,0,0,0,0,0,0
"K00773","Ciliate",0,0,0,0,0,0,0,0,0,0,8,4,2
"K00773","Diatom",11,8,10,16,9,12,32,24,39,3,3,4,0
"K00773","Dinoflagellate",34,15,43,61,33,28,56,29,29,26,116,119,108
"K00773","Haptophyte",0,1,1,6,1,1,6,14,9,11,6,15,20
"K00784","Chlorophyte",189,93,160,405,239,140,0,0,0,0,0,0,0
"K00784","Ciliate",0,0,0,0,0,0,47,34,34,0,0,0,0
"K00784","Diatom",9,3,7,13,4,8,4,20,16,0,3,3,0
"K00784","Dinoflagellate",0,0,3,3,2,0,51,33,99,4,61,48,65
"K00784","Haptophyte",2,2,4,5,0,3,0,0,0,0,0,0,0
"K00787","Chlorophyte",148,72,246,248,205,205,5,4,12,17,8,5,3
"K00787","Ciliate",0,0,0,0,0,0,4,1,7,0,0,0,0
"K00787","Diatom",13,13,47,20,21,25,36,12,20,0,0,0,0
"K00787","Dinoflagellate",42,23,80,88,62,55,90,40,106,19,52,68,53
"K00787","Haptophyte",78,42,135,138,116,92,91,30,73,0,0,0,0
"K00789","Chlorophyte",1257,671,1887,2324,1880,1975,643,368,741,179,633,523,578
"K00789","Ciliate",331,225,376,560,517,477,721,525,1262,331,1135,1006,920
"K00789","Diatom",845,465,2016,1179,1051,1482,1074,835,1483,225,757,699,606
"K00789","Dinoflagellate",5930,3253,6816,9788,7362,6471,14367,10531,18879,5355,21120,14923,19305
"K00789","Haptophyte",2056,947,3656,3706,3102,3206,327,195,355,331,1196,852,859
"K00791","Chlorophyte",53,41,70,114,70,61,2,2,0,0,0,0,0
"K00791","Ciliate",0,0,0,0,0,0,9,13,6,0,0,0,0
"K00791","Diatom",3,0,1,2,3,2,0,0,0,0,0,0,0
"K00791","Dinoflagellate",0,0,0,0,0,0,29,4,15,0,2,4,3
"K00791","Haptophyte",1,1,0,4,1,1,0,0,0,0,0,0,0
"K00794","Chlorophyte",134,67,212,232,164,176,0,0,0,0,0,0,0
"K00794","Ciliate",2,5,5,6,7,1,0,0,0,11,8,16,15
"K00794","Diatom",40,16,133,57,49,80,0,0,0,0,0,0,0
"K00794","Dinoflagellate",15,11,33,34,14,21,53,36,68,14,88,27,49
"K00794","Haptophyte",82,46,201,152,117,150,0,0,0,0,0,0,0
"K00797","Chlorophyte",42,8,76,64,46,59,0,0,0,20,120,106,124
"K00797","Ciliate",4,2,1,15,19,14,14,0,18,8,42,58,72
"K00797","Diatom",115,59,221,183,191,212,197,105,249,1,14,21,4
"K00797","Dinoflagellate",60,24,93,80,86,64,13,5,20,82,312,222,346
"K00797","Haptophyte",32,8,60,44,32,41,17,20,24,0,8,0,0
"K00799","Chlorophyte",719,379,1210,1438,1148,1008,10,8,12,2,9,4,3
"K00799","Ciliate",17,8,20,24,19,26,97,71,148,11,54,32,38
"K00799","Diatom",184,104,462,289,205,317,103,87,126,11,56,90,27
"K00799","Dinoflagellate",296,149,453,389,310,314,722,356,878,387,2012,1302,2299
"K00799","Haptophyte",278,133,497,468,389,372,113,77,109,42,112,67,130
"K00809","Chlorophyte",6,0,1,5,6,4,0,0,0,20,30,25,41
"K00809","Ciliate",19,11,22,28,31,20,0,10,39,0,16,7,17
"K00809","Diatom",8,1,14,4,12,16,29,3,18,16,70,25,50
"K00809","Dinoflagellate",91,38,127,145,110,99,212,125,299,96,384,251,403
"K00809","Haptophyte",5,3,15,16,9,9,13,13,19,0,0,0,0
"K00814","Chlorophyte",861,477,1023,1630,1341,1077,10,4,13,16,135,89,61
"K00814","Ciliate",5,2,3,8,8,1,334,215,405,4,32,19,32
"K00814","Diatom",70,42,121,103,88,96,7,2,4,7,9,13,7
"K00814","Dinoflagellate",83,50,115,133,126,92,327,274,453,51,213,163,177
"K00814","Haptophyte",144,68,205,237,207,145,35,23,46,11,83,38,24
"K00815","Chlorophyte",186,100,139,332,277,189,0,0,0,0,0,0,0
"K00815","Ciliate",3,2,1,1,6,3,95,38,80,1,3,1,0
"K00815","Diatom",30,15,50,43,37,42,0,0,0,0,0,0,0
"K00815","Dinoflagellate",13,2,5,5,6,5,42,36,54,20,25,23,100
"K00815","Haptophyte",0,0,0,0,0,0,62,21,48,5,10,4,5
"K00819","Chlorophyte",15,8,21,19,28,22,42,35,49,7,15,22,0
"K00819","Ciliate",51,43,31,90,96,37,266,156,293,25,80,39,41
"K00819","Diatom",25,12,84,65,37,70,34,15,53,5,85,50,18
"K00819","Dinoflagellate",126,60,110,154,141,106,355,266,407,475,2081,1420,1535
"K00819","Haptophyte",28,7,38,70,55,32,60,55,91,9,14,10,11
"K00820","Chlorophyte",519,287,447,962,741,442,64,64,100,57,257,230,186
"K00820","Ciliate",60,40,38,156,134,72,138,35,149,0,18,19,13
"K00820","Diatom",50,23,60,77,63,81,52,15,64,1,3,17,18
"K00820","Dinoflagellate",196,107,244,306,304,187,189,100,235,124,466,294,459
"K00820","Haptophyte",349,192,441,683,540,331,96,78,110,97,439,335,482
"K00826","Chlorophyte",499,275,854,1036,761,687,7,7,1,0,0,0,0
"K00826","Ciliate",17,6,11,16,31,27,296,200,353,11,50,38,12
"K00826","Diatom",62,30,156,115,97,136,25,5,12,0,10,12,6
"K00826","Dinoflagellate",119,60,158,208,174,151,123,104,170,151,533,344,505
"K00826","Haptophyte",164,68,235,232,196,203,3,4,10,1,24,20,18
"K00831","Chlorophyte",189,97,291,344,290,279,74,44,65,54,239,202,258
"K00831","Ciliate",346,153,186,451,428,321,626,346,566,43,159,130,37
"K00831","Diatom",119,63,339,195,161,207,117,103,190,10,85,48,75
"K00831","Dinoflagellate",940,472,1218,1306,1114,1050,1780,1209,2271,1121,5108,3786,4054
"K00831","Haptophyte",762,410,1755,1271,1188,1285,47,26,32,3,72,25,36
"K00845","Chlorophyte",46,31,64,121,85,82,0,0,0,0,3,2,8
"K00845","Ciliate",1,0,0,1,4,0,30,11,24,0,0,0,0
"K00845","Diatom",21,14,65,34,37,49,0,5,2,0,1,4,0
"K00845","Dinoflagellate",25,14,35,47,22,25,97,63,102,6,43,26,92
"K00845","Haptophyte",23,14,46,69,64,21,11,3,12,0,10,10,4
"K00847","Chlorophyte",91,50,166,190,151,140,0,0,0,0,0,0,0
"K00847","Ciliate",0,0,0,0,0,0,47,31,57,0,0,0,0
"K00847","Diatom",2,1,9,8,8,7,1,5,2,0,0,0,0
"K00847","Dinoflagellate",21,15,31,38,29,18,56,45,50,34,24,42,75
"K00847","Haptophyte",10,6,23,22,22,18,14,2,10,13,46,30,38
"K00850","Chlorophyte",196,103,237,316,250,209,0,0,0,0,0,0,0
"K00850","Ciliate",5,2,0,19,17,3,103,90,128,0,0,0,0
"K00850","Diatom",35,19,45,44,38,47,0,0,0,0,0,0,0
"K00850","Dinoflagellate",117,83,124,195,128,57,419,210,339,54,377,272,385
"K00850","Haptophyte",5,5,0,6,16,7,0,0,0,0,0,0,0
"K00852","Chlorophyte",73,38,105,135,104,86,0,0,0,0,0,0,0
"K00852","Ciliate",2,2,5,7,6,4,133,68,130,7,24,15,33
"K00852","Diatom",6,5,17,13,11,11,0,0,0,0,0,0,0
"K00852","Dinoflagellate",38,18,63,42,37,22,117,67,133,17,33,45,61
"K00852","Haptophyte",2,3,2,12,3,0,11,10,16,0,0,0,0
"K00856","Chlorophyte",828,435,1476,1494,1169,1157,91,70,119,21,53,77,88
"K00856","Ciliate",126,85,147,229,177,209,337,197,432,45,198,161,116
"K00856","Diatom",186,84,482,296,298,408,72,70,129,4,6,13,2
"K00856","Dinoflagellate",704,384,1142,1220,1024,933,1354,1007,1859,940,4324,3094,3683
"K00856","Haptophyte",526,262,1358,1055,891,1026,93,62,90,67,220,196,115
"K00858","Chlorophyte",460,224,431,876,624,373,1,5,3,0,0,0,0
"K00858","Ciliate",5,3,2,12,10,4,51,30,53,0,0,0,0
"K00858","Diatom",17,6,55,19,19,14,6,2,2,5,7,0,2
"K00858","Dinoflagellate",2,1,3,7,2,1,12,12,26,91,141,115,209
"K00858","Haptophyte",3,0,3,3,0,0,0,0,0,0,0,0,0
"K00860","Chlorophyte",154,88,407,315,277,290,0,0,0,4,3,11,0
"K00860","Ciliate",7,4,5,15,8,9,2,2,2,0,0,0,0
"K00860","Diatom",22,7,80,41,33,67,75,40,104,2,96,42,21
"K00860","Dinoflagellate",121,56,182,194,160,140,467,340,680,510,2258,1487,1512
"K00860","Haptophyte",49,18,50,101,70,32,9,12,2,0,0,0,0
"K00861","Chlorophyte",186,113,238,347,279,213,0,0,0,0,0,0,0
"K00861","Ciliate",0,0,0,0,0,0,0,0,0,0,15,4,0
"K00861","Diatom",14,5,23,10,9,11,0,0,0,0,0,0,0
"K00861","Dinoflagellate",11,1,16,24,20,16,14,10,20,0,0,0,0
"K00861","Haptophyte",4,1,7,8,4,5,0,0,0,0,0,0,0
"K00864","Chlorophyte",110,61,122,198,172,103,0,0,0,2,4,2,5
"K00864","Ciliate",14,8,3,18,18,26,100,68,153,0,0,0,0
"K00864","Diatom",24,8,44,36,33,38,13,5,11,0,0,0,0
"K00864","Dinoflagellate",8,2,4,14,4,9,26,19,47,31,89,78,94
"K00864","Haptophyte",16,11,18,19,20,13,0,0,0,7,55,12,42
"K00871","Chlorophyte",42,21,28,52,56,31,0,0,0,0,0,0,0
"K00871","Ciliate",0,0,0,0,0,0,42,44,54,5,25,2,13
"K00871","Diatom",0,0,0,0,0,0,0,0,0,0,12,2,0
"K00871","Dinoflagellate",17,13,26,30,28,22,53,28,46,90,368,327,414
"K00871","Haptophyte",54,32,43,71,84,51,4,0,2,1,5,2,6
"K00872","Chlorophyte",126,66,180,261,190,170,0,0,0,0,0,0,0
"K00872","Ciliate",0,0,0,0,0,0,0,0,0,59,126,95,60
"K00872","Diatom",45,27,121,56,74,80,25,17,36,1,5,4,0
"K00872","Dinoflagellate",12,4,17,14,4,3,20,18,21,37,99,58,153
"K00872","Haptophyte",83,52,145,201,169,140,0,0,0,0,0,0,0
"K00873","Chlorophyte",2002,1102,1842,3523,2964,1961,86,68,79,32,100,109,111
"K00873","Ciliate",269,131,193,467,434,310,1269,792,1473,102,447,399,244
"K00873","Diatom",687,386,1345,1081,913,1124,746,417,804,60,258,209,180
"K00873","Dinoflagellate",930,434,856,1416,1082,719,1812,1097,2201,495,2094,1690,2295
"K00873","Haptophyte",1313,658,1733,2312,2031,1452,235,136,286,35,116,109,139
"K00876","Chlorophyte",236,122,265,379,342,262,0,0,0,0,0,0,0
"K00876","Ciliate",0,0,0,0,0,0,274,118,217,0,0,0,0
"K00876","Diatom",17,6,24,25,22,18,0,0,0,0,0,0,0
"K00876","Dinoflagellate",83,33,59,122,101,71,305,162,387,279,1074,818,1451
"K00876","Haptophyte",21,9,23,30,18,19,4,3,6,0,0,0,0
"K00888","Chlorophyte",1,1,5,7,1,3,0,0,0,0,3,1,18
"K00888","Ciliate",2,1,1,8,3,2,0,0,0,0,13,4,11
"K00888","Diatom",0,0,0,0,0,0,0,2,3,0,0,0,0
"K00888","Dinoflagellate",0,3,0,0,0,2,14,9,24,0,11,8,32
"K00888","Haptophyte",5,1,2,7,1,1,0,0,0,0,0,0,0
"K00889","Chlorophyte",479,268,434,834,663,404,0,0,0,0,0,0,0
